ID,Yield
ID_KNOK4V0IWVUO,181.73244558798186
ID_YX4DF17Z25RV,397.09737337899185
ID_2YAZXP3AEDVO,356.84107003350414
ID_YNACZPCVVI09,1973.993400223877
ID_75GYXJW1DYGX,305.3372343534921
ID_YRCMJRFRTU2K,707.1530073403884
ID_1L4WBTHTDQMP,567.402202144499
ID_RO0XF0TFLRG6,618.8784250161519
ID_NJ7G0SAVDN1Q,349.5337754506524
ID_UFPM6MLG1BJK,273.69790465350087
ID_ULY51B6WQ9FV,801.4155417278765
ID_CR6L4TL2VEEM,271.2144375305937
ID_4YRSPS7X1V7Q,389.5415997506294
ID_ILQ5YE78E0SD,276.091921193401
ID_WDNXY8YRA10N,392.7997198602284
ID_WYK6LRWQ21ML,316.4710062598506
ID_EBA4QUGDXB5I,821.4306520559381
ID_2WCWAKQKRA74,670.8075843414853
ID_FTSIEXKUER9Y,346.8083239422689
ID_64BCOW7PEP3E,157.86081137817027
ID_0N5TFB55JBOB,872.0920388351906
ID_9AE1OJ45UFJ3,554.4413837891784
ID_NJWAR6L7X4Q6,738.1203268953742
ID_W8U6J9PKGGGI,394.5338061085746
ID_WJUUIJMPNLHW,382.59750378192274
ID_S7F4L5OW7OKD,1102.484010018033
ID_Y0OX05BLLQPI,189.96262133112754
ID_XJ7ULGKCALNF,528.2012288614974
ID_8NU1PZBDI5C7,1204.0994037641235
ID_CPPN31R20CBA,569.1159114376862
ID_D20Z6VEJBE6K,28.330728531555508
ID_N6RSTF2IR5GL,502.07405218717514
ID_DJBLGDPMS85M,23.7773142694738
ID_34J19EEKSSHY,770.5100471978982
ID_P8MQS1ERUQ9F,257.86256325126294
ID_U07HHH2EG6K1,782.6156926238309
ID_IKAOSO0CFKYZ,171.88705133841557
ID_NHQ2WMFGNBS1,321.1769796917436
ID_FRJ3P7XDG7OV,547.3270748490038
ID_5N0W8ZFFAIQX,425.50571808944676
ID_OFSHZ2KZ1LQ4,24.272267882826707
ID_A6C1G6XUATUE,106.52646087619084
ID_N99MP1180BJ5,452.5160446083106
ID_D5F8SLVPMZKE,186.55411910520417
ID_49QTISSSNQ0M,568.2613937288472
ID_S1WHDBHNKLYO,314.017756388716
ID_9YE4VBW3W1WJ,396.18956169039177
ID_7SWZRG2B52YI,352.39338104576143
ID_41XNQZ8M4QXH,372.88321608296854
ID_SIB0PJZQMRBO,320.2810282693858
ID_M47IW492SXOP,173.7077586926601
ID_MTUJW5V02DWQ,715.2706127822415
ID_Y108HSDX00WC,855.4760474611585
ID_QRD8JCO8QWCF,137.52089956508368
ID_RIP1ZN0ST7I3,184.75319455152402
ID_BPS356NV28J7,1115.7777127208678
ID_0KANA1KYEQKW,146.2399229986591
ID_80MMCWDS27VC,1906.1225494803614
ID_CH1WWOXBV7L8,391.7066567669129
ID_PM7YZSDTN1OI,598.4590591387504
ID_FR4XH94DJW50,510.6648967945254
ID_D1IDORABBOBP,431.88081520715207
ID_0BE8BMWG3A68,518.5257787042644
ID_RY2QD5TLB4US,380.6714777424917
ID_S8D99RRNCOMC,1205.6825277007165
ID_YZLW773BTIA3,362.5915186225067
ID_FL8VHWG97QTI,704.4615505666178
ID_JVLT86OR9T15,605.1262835386717
ID_NBSTAXAZ24X0,1242.5096067788934
ID_43VRMQQ5E60F,380.6086118666929
ID_HI4ACMU7M13J,413.2895621211733
ID_UI96L3AE8YXY,558.7270406323445
ID_UXRI6OXKF50S,796.699798116139
ID_FW06NS2YA7QW,407.7326014441027
ID_RA5OO0JVNOUF,428.2784537581557
ID_EVGU94YQTZWM,175.03572787656535
ID_GHANLFEJN9UW,175.60758992235338
ID_HXBFX8X2DD7B,1008.2411197390102
ID_KUNLQSF5FM19,686.3833633063925
ID_7XXH76413XNT,619.3702293886834
ID_D58TIQKQLU7Q,377.5115136324978
ID_W5CLRPVGFRKH,1078.6156655017294
ID_A3Y0OIB0BE59,536.1107767683097
ID_C74NLELOCNTS,2061.9812092504344
ID_2FIGN89QV44C,180.3873662908082
ID_QN4PJSV2CGSJ,291.21848412799756
ID_V5W6AZBTURWA,408.5400897477839
ID_L6E0GOTVHSCD,589.4362318330584
ID_Q95BUWXK8RM3,173.8628345377337
ID_5TLXCFLTYF1F,404.63288508832625
ID_GLBHSYJG9S5B,1303.0995018553774
ID_3X3YHRC7IIN9,574.7709239522562
ID_5H724YS64665,894.287573990395
ID_U4Z5RN88FCZM,599.3264932773043
ID_05TGZGOMI6MF,459.08045633213453
ID_0GCZV8RUSZK6,380.72735558024294
ID_UV06K1FM1SB5,463.4324797679131
ID_RCJZ3PORBWFV,163.64297213608242
ID_W1NL5CU9VHQS,410.1215020192664
ID_2WIYFQHMJPYD,1238.5590935890978
ID_BFFULEU6PVQ9,139.85555926317582
ID_JN31K11BXQ0E,334.53440434368963
ID_DS40FHVR9R7F,322.14377867139547
ID_DNOT9DTVZ6MQ,725.9181131304487
ID_Z58PO8MMX8YV,749.3281272824563
ID_NEYMBJKFHN1X,617.6784983028002
ID_RND7MNSA6LWV,287.2889164382933
ID_U407VXC7F9NZ,319.0811483716674
ID_ES753BBA75GB,199.09903178256582
ID_APRL4BTWWRW9,378.50006097300167
ID_S909ZPBZ39II,300.24068565743846
ID_YYFP9SWEV0U5,970.4840578194533
ID_25EBTESPBHGZ,756.3157812971912
ID_W0W8TG7XRWE3,196.26483831706773
ID_0FU2BPIOTMVD,711.902093510186
ID_OF817VW3STNX,488.9200292023555
ID_7QATIJ9YSL1K,1718.650961905728
ID_LBPW7URC7BBW,574.3102945660268
ID_7WYQ81JCM9V3,172.46581406444625
ID_JGSVOGVN6522,559.0008394685491
ID_TOUB2GY1ZHXT,695.9759940264771
ID_9AJCTSUQG7FZ,542.0067942326574
ID_VKOZPEUVSDI8,742.7300224817761
ID_UG5GQ68S58OW,465.99772054033076
ID_4RB8XK2ZB1IR,932.745933548698
ID_Z3P4T6K6P2ED,215.08565994966665
ID_VUGTKX63R5P0,400.29283676942134
ID_XMF3Q64FMLBK,478.976352517857
ID_DTWCZ9G9C8WD,789.6817208836295
ID_0MNYHJUPIOIT,267.0957184805444
ID_ZGAL960JTO3R,577.7745659930401
ID_PK835TJNER3I,676.5645767196953
ID_KVGPYMSHB2WJ,311.9557096535947
ID_OWIQYP0I1HGW,1282.0884958076908
ID_7RS2XDILJLBL,422.2522925027605
ID_EDCLK08NMF0N,401.2499988190036
ID_97Y87C3ANP5B,385.64737785728505
ID_D3SKVOTTB4KQ,256.56971660383476
ID_APFVFYM11UU0,1632.73642102526
ID_TAIVU9LHBYZ8,445.46592479358185
ID_NTR94XDRQIHZ,170.34396106274508
ID_8QCOFS2HXOJQ,400.51117855170105
ID_7ZZVZZH08UWF,431.6325442885309
ID_9NGVV4V11YU2,400.5426751342471
ID_5G8RKC18KLXV,875.4791981653689
ID_BSVRMHEKDQKD,423.7596034731059
ID_6Z12209FUIAT,718.989953786777
ID_IRBHYP3G7UXU,343.00989335281145
ID_9PH4KNPDDVWS,763.3332986736322
ID_S4G0N1TJEDUG,388.42595084324324
ID_OP7NSDQGR6AE,104.02623113039158
ID_32RIU94UJDHI,1619.9329980424795
ID_85WKQYHE0W5H,563.5246042959868
ID_2T4I23J42NUP,402.63252411468204
ID_LOJZM912S2TH,523.0926571879746
ID_FQAR45VD4PQ5,667.7371849707474
ID_RA4Y3ZL70BWO,1104.4325296588547
ID_UH3QT7I1O24Q,185.3418427961553
ID_P9OZQ56CX2YO,480.342372447629
ID_RB24VMV9FIGM,399.2823982813906
ID_XECRIM8DR00Z,1064.7272515268746
ID_EYIQ79MA3T5E,757.2941189473584
ID_B0QBM2S1R9S7,250.18941906328632
ID_1L74BG9P0TKX,747.0354922366951
ID_141KG0TOOCJ6,733.1744023351055
ID_IMKLSNJKVI4P,345.142035125133
ID_253P6J7D92PW,413.3898003322103
ID_PCC17RCZX06S,322.1113071239476
ID_7MUPVDZE1ZWB,1319.7823396501508
ID_O994OZU1NP7E,567.6832728344161
ID_RFVKSMVILY31,517.1720786405206
ID_MTR7TTJ5LSBE,132.57416492518888
ID_87QM8DS5HSU7,1270.2734610758557
ID_8KXPBLV53NZK,502.14809988675404
ID_LQVS4LC3YRMB,471.0691026108399
ID_ISVACTKT5MAA,359.2445339062641
ID_C64B9DUNSCM1,191.32626166036377
ID_ZXAE37OWUMFI,396.91542811215356
ID_L7Y4MKY66OSL,571.407474611174
ID_TZ1FUOUR0Y8X,1121.9110443252564
ID_D7HMR45HU1ZW,393.83977285066453
ID_UCZXI2H7S2YD,239.63608057014707
ID_7TU75PUQP312,1951.032683607155
ID_4ULCEP364DAF,532.5233375622695
ID_8EOY07K5LOC4,376.5585146716943
ID_NK47MAUWJ8Z5,133.60917800436332
ID_8ZCGIWU6GZLO,317.74950967827874
ID_SNIWSZ237UOD,321.64390304915884
ID_7LDSCZ2OPT0K,465.16667002805224
ID_TK2TH4JSJ1KB,179.76184618473982
ID_UUXFZKSR58SC,307.8124678137099
ID_EVACECC6XIW9,1616.299169265017
ID_U2LSES0Y4I3C,1501.668196315531
ID_NEGU2TDNC4Y0,162.899202993967
ID_WCBHSOBP51H1,258.9724013484547
ID_SVRQ4NGZFMMP,854.4159546035775
ID_5TBBUKHYJ1KI,656.4997600657356
ID_4AOR8R30LNOD,398.36692124490077
ID_5XOUKBLNO7AC,528.7044600077032
ID_IQZTM1J018FS,757.3969421738514
ID_Q9VXX3O6IZOD,256.555786712892
ID_HTEQD0S6QIB8,342.60498832672727
ID_0GFT8KE7O9RP,803.1125985201924
ID_SHFI8L6O4DQ3,686.0295759672146
ID_64MUBP88ECF6,401.30307160219155
ID_EHYBYH7QLOSL,200.32733434951982
ID_GTGEI6PS93QJ,1589.324645737404
ID_TL9C9OJ8G68U,240.3405261419141
ID_SM1GWL52K1F8,505.9298076758673
ID_DZW8R8ONEU66,426.7625793953055
ID_HBDA4P8811S8,1582.6221952092953
ID_CJQOTSL074N8,590.1982469248069
ID_KZ0X60V9XQIG,2126.050512086695
ID_0TWFZTV06NYT,661.9138896182665
ID_PVJN35A46C0K,523.6893067794643
ID_D732BOTXBLSI,370.3059808255301
ID_342GB00NU2X8,114.43544092757936
ID_AQUL5HCLWJPM,1109.655359451877
ID_VU3938I1G9Z0,740.1830026218455
ID_Y2ZY2HDPU6PE,451.43700205652704
ID_SJD77GLF5ZFJ,472.6915549331211
ID_3T35R9QJBF2M,387.5107148843282
ID_NQUTMXXK59YN,583.73802947124
ID_SV7AFMBC72LB,91.32507276042107
ID_PAPK30H37SIW,825.7399132123408
ID_URRQOVPPCBQ4,190.2142174228599
ID_CQPXYYK4KGB7,319.2279403179876
ID_RJIJXF4OS4RL,75.93849927498815
ID_APUXW8HC4K6B,1167.4779652985762
ID_61Q9C9GGPHDI,1118.928043363174
ID_ZWZRMNC7OOCV,270.7847655550768
ID_IYKX7HR08L6A,57.220584745912824
ID_AIG281L5ZHU8,236.87180649144207
ID_NHUOZPKIO0BR,378.33632686988796
ID_LLYN4K7KIT4R,430.22204409813475
ID_0TSE5OLEV8WK,421.033720150658
ID_H992DU9HM8DQ,316.65767250095075
ID_UK0CBXPBQ5RY,1035.5211167415405
ID_RDPY3EBXFJ5O,1017.6522426260757
ID_5L97TY473GY5,1361.132594179211
ID_5B1X9MC1IFX0,438.1172613318396
ID_ECWVAC40SNWB,2550.8229504954215
ID_OE87AT5TAUEI,2436.369752214173
ID_XR12GEBM8H2K,1303.637797076826
ID_LJ2AP4BNL25Y,428.8159861819212
ID_LH311ABG9XDL,321.31516944859453
ID_HXONOBB4HD6T,1959.364412487
ID_7AOOKABBB6N8,1058.4042786892435
ID_Z17C9TLMF1MJ,193.41020160627065
ID_3PUBL95YQ1AF,759.3449966636274
ID_3RUIBILNO5TH,182.73014962036072
ID_9VMYZE08M98X,756.165532013752
ID_6SDJYMNC1T2Z,93.98872120705863
ID_61DT371A8JKT,323.73006386670215
ID_R51LYLFQUFIL,652.9401954533294
ID_MJYLQ159US1Y,867.8548641778054
ID_QQHLY17D6RBD,1418.2168721232415
ID_Y84JBGTU3NGV,632.1441288931661
ID_V8BHOZICY6IF,371.081431479805
ID_DZ1R5TGC156F,646.1063109152931
ID_UQTR8CQ5LH50,1187.1127478064136
ID_CK56LDNW1478,737.8511853739827
ID_QJGUBXWDDCRS,730.4634078428867
ID_H7YHR5OTSNS5,178.9890084410672
ID_8FRJCZZGLIRC,706.2189412505993
ID_U29DLWFB48GG,268.2380408110505
ID_W3OHI7MAVC24,146.01513120686212
ID_1ZY88AN5LZD4,390.78991177871234
ID_OC5EEB6B892L,745.051196097085
ID_CMWPG2PIB75R,614.2564427165064
ID_NWEI411ITDHM,754.0471270669899
ID_G49PUGN2HFAD,259.3953337018536
ID_GSNP1IEZEQBC,493.73836797059164
ID_GJUS6RREHQ81,821.2179440167376
ID_7F8MCGYBVNP9,404.4863177152041
ID_0L3CDZHQMEW6,778.902599855948
ID_WWW8P7C0BWWD,374.1868372002026
ID_K5SN27S6ODNO,838.9714772579698
ID_UFYYFX1MOUMV,556.385352231884
ID_D0724QR6ZQQF,1428.5039059523829
ID_PMSOXFT4FYDW,2111.9967105465385
ID_SO7VGCA3U32O,553.7872966275556
ID_FRF1EVPIL6HX,716.9785111884125
ID_82CBKU1NDJ0V,1140.21228920018
ID_RX8DANVXO123,397.98596518500074
ID_ILC9A9DN5G2Z,724.7878826065071
ID_2GDKRWUIWI9Y,117.35888326100924
ID_RBQ5VAV4DJ5G,753.4882499033821
ID_UOQYVR79LGBI,572.1809277426662
ID_K6AD8QUXXR6Y,72.95198424829093
ID_J342KZ43X2VJ,585.7798406790743
ID_XPEQ4HVRRQX3,2763.6311704123145
ID_AJUG34L464MU,613.5102643427451
ID_JF3KG0PYDKQF,1803.719148718339
ID_L9Y3DAFA0E72,665.0432351941428
ID_E6BGEQJGO571,250.01927191469622
ID_SP088I6KHJYU,371.1143027010389
ID_044M7JJ7F7ZH,785.0614257648458
ID_FWCKHCWUI2ZA,314.1608625590635
ID_RYVNAORY2187,247.35097827300714
ID_AKABUF8B09YM,729.6128632141692
ID_S2JJQXZHA1AS,444.8744854797163
ID_4QOOOG43P1EL,1111.2036395534037
ID_X7Y0DSAFDFLN,713.6442416195739
ID_HBHBHNCY4HVH,403.6434419641809
ID_BD6WGXMV0N9M,357.08936366718024
ID_L96Q9Y8ZKZ8E,1424.9412274022363
ID_THWRW6UMVR43,309.68391439248455
ID_BORVFDCCKT0H,760.9599385615862
ID_2L25K22ZLQPZ,372.08005980656344
ID_YUL27A9GYMND,338.83039664063915
ID_8MKACM85VSCS,2692.363620026959
ID_4060CUEUW7HI,371.8840984101201
ID_Q0SM7VK3YP8B,335.3978220772692
ID_KFDMKLKS776M,433.98046872066715
ID_JFSU9KK3JSCO,1530.6793123956681
ID_YDVQY6M9SDE1,309.88946773961646
ID_24UQHTEAU2MZ,407.61309183755395
ID_SGZSFYIOBIN2,577.4473132709053
ID_JNBPHXXIFBMH,341.3774500753167
ID_ZDH7Q9PB2ZFC,324.2707320336862
ID_Z8L5CROZXDD9,744.8242653939417
ID_BFWA63TCREXQ,348.31420185644095
ID_M3DHWRLA56N4,1295.2447852036707
ID_7QNMKE9U82HO,1043.7881212918965
ID_75A7EFD9RIO4,126.51844424632483
ID_ZGRBK42R4LAE,410.2446141167858
ID_E69IMEJ5DN9Q,405.55448173719014
ID_9GU549TH7ZK3,1029.4836843737976
ID_32IOWXYS1DUU,189.43997160433383
ID_055AL1ZL5ZQ3,140.47546971121503
ID_1D24WF1F56XL,190.6147899252913
ID_C8563RHWH4R1,373.69440163512013
ID_FWYXQF7RP0NA,568.9855348287067
ID_RUQF0NVO7GUP,212.53968798859233
ID_U51NJXF1ANRX,342.83188236246997
ID_52E5N2X6YPZC,396.7975230476537
ID_5605KFWD5KLI,631.8787391832345
ID_RP1T12JOZ0W5,464.0827913719967
ID_1NJF183VW7MV,105.78315761652993
ID_YBW0BLUZSB09,478.5556434119177
ID_EMWY1EBQA2OW,32.82985000496072
ID_PRZUQ2CC6YQL,757.8629096456273
ID_DR9MHVZLS2J3,176.8536794794186
ID_F9Z4KJ1ATXQX,402.982911202465
ID_1IEQS1MMJVNU,1149.8818440282498
ID_Y5OJFJ4ELKBO,2056.482333828372
ID_OYZLWHPXC232,68.6805682667861
ID_RIJPB9ZK7QMJ,385.1637143769936
ID_5YLAHA1RPCLZ,583.4631156372379
ID_7YD43YGQEHAG,182.3845106533927
ID_Z2128MPPJH3I,342.5279598470794
ID_6E9C80EV7UVB,551.7764307571626
ID_V292OF4LJFY6,471.53083935871683
ID_GZWEN5J0753A,150.0438178606271
ID_DZJI74TH27S2,526.0533470279245
ID_VB20G3017OT3,1619.781091431099
ID_PFR5TR9NSJ44,750.8959074680906
ID_CGEMGXF9GKAN,792.3472268051713
ID_UQN5YELSPFW4,558.6285687002803
ID_9KQ04PBVJQ2Z,906.1765162850057
ID_4XS5DB6R0W1W,2816.3225431047117
ID_0LIP6T5ZSM47,924.0052693131092
ID_EKT3T87PW61E,394.91493892670593
ID_8APYWALBVJJG,1268.5604820286837
ID_IZNAGRDXI416,540.5850670563133
ID_O8JW768V2WBT,790.1978574207246
ID_QB1EGGOG4PKU,382.5677099056652
ID_QL474TRJZ4KT,264.7379429990226
ID_JS00JMA9OC55,159.78683539381342
ID_KX93WT2WM8KI,388.86142506118665
ID_88T4KAWBOXD2,853.2223642934912
ID_AYEXJ449FHYB,251.22910855535898
ID_WAMWUG0WHB97,1124.9619873919094
ID_MNSBZZRLVYAB,493.28357902311075
ID_NIO4I0V8DWYJ,135.81117751991428
ID_NIZWE5DL0ZEP,766.9403050976955
ID_9NCKQGLK3SD9,341.7209224171496
ID_5OSGLVZW9D29,782.5395196186693
ID_6XPJZR8ZCIC2,317.5693337396912
ID_IY0SP642OW24,664.8289729773862
ID_RIYH64Y97QRK,458.62222392404
ID_XSP6B48LKWT8,430.2136521692808
ID_W753O33BW3BB,418.1016181292055
ID_RWJ0XTITY982,1897.783674480049
ID_EUEIBIX6TBO2,404.4845290982507
ID_WH5AACW8DNG9,258.20319438269337
ID_NKCHBHQGHFQJ,405.5794313482855
ID_55LF7DAPVUM9,391.8775126353752
ID_QCVF1IC80H55,284.1335051794948
ID_TTYI3X4FHRSK,596.8213496265811
ID_FAVZ1A7JE66Y,189.9655745478216
ID_K3QDY7VQTJ4Z,510.7484057346516
ID_SXVSUXY5UZAB,168.32925305057978
ID_5K5QDTT6M6RR,436.73183111147574
ID_LVWYORSZVO3S,271.8893787826077
ID_6ECLIA2352NF,176.964073766529
ID_W9B36B5RXLXB,1474.0315201462283
ID_FBND5TKBJU4V,258.6640146301459
ID_IEG1EPIW3QJE,572.6951569330403
ID_XBAKEC3FGVOI,307.8689688042334
ID_YX1YSBJPV00F,246.21331824176346
ID_CNJ0199EZ0Z5,249.48625090989253
ID_9HZRXVLF8O7Q,403.73335326030485
ID_N8DOGSGMLEEF,372.68966094193263
ID_QTT6DFO6C20M,184.42708997552774
ID_84TIYB63GU2Q,173.5788576305472
ID_I13964DD6KTD,377.217458530654
ID_31NJ27Y0VJFL,269.43126527101475
ID_SFCM114U57TL,266.3568143276092
ID_JO7PGDO0GSL6,573.0852048308996
ID_GL342CDVL9P5,348.1967245636379
ID_89HGYIT9L72K,494.29454209188407
ID_GMN55BKSKYR7,1137.2607337300783
ID_IPCZ9G8W2MEV,1003.4018950527668
ID_YTTWCTKL25FS,719.7938318194913
ID_RXK77X7AJU1K,520.168542644736
ID_7DF2UHVO2YDW,527.6903466004298
ID_S8ILQIMNR33S,877.14206989103
ID_9CZKHNKM1I86,462.01529763890284
ID_QV0YP4S4M4EW,419.36894384897494
ID_6NW6LZZP4YSO,857.3581845869041
ID_11VV8EJUCW0H,3138.753619625989
ID_12B9ODTQEDJP,422.87418903330155
ID_O9F0DSRI883S,319.2361335570744
ID_UGZM1YTX1O1E,445.7456621128043
ID_K9QDUU90W0VF,551.0990177357185
ID_NSYRKSMPHBU1,661.6324470823106
ID_VTPNQBR81BM9,538.7820699013979
ID_39OMID9QCOG0,367.7515231860551
ID_1PEZ9AQEX5YZ,773.6085702755428
ID_KMV01O5FI1RE,191.08206903537098
ID_D8YY9UAL3DUU,1039.2897718419329
ID_MK1LEGI0K09C,713.1553784971395
ID_SIGZ0JBXQGOV,243.40816547927784
ID_TVKRFN7WM03R,253.082692554213
ID_0BEO9O1TBGD7,412.76454536600306
ID_0LAUIA0BNIC1,314.8278684189126
ID_J3ASN4NEHJWU,571.2245645305422
ID_E0C4Y5E20718,845.5136225538074
ID_42C9CZBA94GA,258.1963424275392
ID_YR8ZM2POXIMW,203.65618670671674
ID_CI5T4HTPFSD5,2933.5299350337514
ID_A43CG1H8ISRO,416.0284802235848
ID_3CEHUW3S0G0K,1185.3941550938591
ID_TXB3AVJR817F,421.3457469910617
ID_EARHOHWMJBZN,879.1404821742665
ID_3VLU0ZG4HZCJ,379.4171846228373
ID_BXY0XWQ3PB64,632.7329789913726
ID_QRR9XFG9T842,569.35660224761
ID_EUX6TSC8JHCM,399.493389158164
ID_QFOI09YR3VXI,430.3329522711808
ID_YV25FQOXZ8MV,28.456086752792167
ID_7FQESEUZAD3Z,300.8799821291203
ID_CNWL7DTP3YX4,320.72469209674745
ID_T55BT4VODB0E,173.8525102380041
ID_RV1AQV8A2YO5,979.1075080943596
ID_4LD71OA2HWJA,422.0953900611171
ID_MURY55Z0UGAN,321.2129058114912
ID_N2FMG5146H3F,233.50983633841685
ID_UTINEMLC3YZ8,402.47309512909067
ID_2YV5CPEX8PQX,966.8282433757107
ID_G04CAJF9PJPJ,321.9956030134589
ID_VQQC20SF8PFA,291.251462029586
ID_XLERVZJLB89L,503.1928889830045
ID_55VQDPWDVUJN,1148.5614180795274
ID_ZQ8CAFATMFQ4,185.02075966363117
ID_G0F3TN5NG6BH,287.5198560699602
ID_PF85WDFZ5SIC,284.5387170085731
ID_LPA096T2PA37,378.5406462880259
ID_TOJV71OD5IJA,480.6747971792726
ID_OC71Q8G1PU9X,752.8742037898768
ID_ALXWTRGLKYET,439.17367063822365
ID_L25QRS7Z1I48,576.7916510432965
ID_ZJX6UR06AOQN,175.89773994578653
ID_J18Z7G8MKNNW,919.0578811709398
ID_A1FRWN0WLOW3,648.6951037979657
ID_1WMN80LOMPYX,617.7790781388318
ID_PN8SLC70UAFU,420.5421192465046
ID_Y0VLNN9FFCDB,1132.3623941745568
ID_KSNG2EHQWVN2,1155.3124531774567
ID_6W3UCOWAIKFY,264.85831185573835
ID_SAMIPB6FVS35,572.4638803346469
ID_5XWLZR0M55MG,624.674001273384
ID_XS38KEFXELD5,442.100153112942
ID_59TDKRUHGJTU,433.8392755065711
ID_LA52IZ1MKC63,139.5609326373464
ID_HUS8E1K54UTE,589.9739733769799
ID_I13GK4NJXW16,1188.6356726193076
ID_VNANLNWRQBB6,440.89575895084425
ID_S9RY48JU1EY7,649.4227856573499
ID_4STCBR16P9VP,985.2824275642581
ID_8975M70FEDGV,1267.7732932254469
ID_DUBR80BZKU6Y,322.5098501226122
ID_MAEEJ3FRNXBQ,307.7649655175812
ID_H4AAIXVXUTIW,1663.5413278349356
ID_9O8JMRL331Z1,256.8182417882697
ID_NGSCERQ2QDX4,326.50446884005464
ID_6LCF9GFNTUHP,384.2127480072537
ID_P1FUZAFI9H4Z,736.4194821007079
ID_98FVLR8JYSIK,777.7283138422601
ID_21Q3Q5YNLZZX,682.9113716942732
